                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 1.1063,                0.89593,                 1.5139,                 0.8808,                0.78334,                0.82183,                 0.5936,                  1.093,                 0.7638,                 1.6266,               0.001505,               0.001505,               0.001505
                     29,                 1.0977,                0.89276,                 1.5099,                0.88815,                0.77504,                0.82298,                0.59336,                 1.1008,                0.75966,                 1.6347,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.1013,                0.87492,                  1.498,                 0.8857,                 0.7788,                0.82283,                0.59375,                 1.0791,                 0.7571,                 1.6165,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.0969,                0.88333,                 1.5001,                0.85583,                0.79528,                0.82448,                0.58612,                 1.1072,                0.75782,                  1.628,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.0878,                0.86861,                 1.4962,                0.87636,                0.78464,                0.82764,                 0.5969,                 1.0756,                 0.7444,                   1.61,               0.001406,               0.001406,               0.001406
                     33,                 1.0813,                0.86198,                 1.4962,                0.86139,                0.79132,                0.82132,                0.58673,                  1.084,                0.75598,                 1.6409,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.0617,                0.84453,                 1.4856,                0.87768,                 0.7876,                0.82519,                0.59189,                 1.0825,                0.74845,                 1.6105,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.0538,                0.83515,                 1.4737,                0.87974,                0.77922,                0.82504,                0.59682,                 1.0666,                0.73631,                 1.6103,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.0617,                0.84155,                 1.4755,                 0.8718,                0.79424,                0.83458,                0.60766,                 1.0587,                0.73465,                 1.5871,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.0445,                0.82372,                 1.4688,                0.88143,                0.78673,                0.82991,                 0.6065,                 1.0608,                0.72663,                 1.5875,               0.001307,               0.001307,               0.001307
                     38,                 1.0479,                0.83009,                 1.4651,                0.88777,                0.78589,                0.83166,                0.60446,                 1.0616,                0.72085,                 1.5835,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.0436,                0.82845,                  1.462,                0.89375,                0.78289,                0.83372,                0.61109,                 1.0498,                0.71559,                 1.5775,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.0403,                0.82071,                   1.46,                0.87164,                0.79637,                 0.8384,                0.61215,                 1.0409,                0.70972,                 1.5521,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.0389,                0.82297,                 1.4592,                0.86887,                0.80008,                0.83746,                0.61137,                 1.0551,                0.71226,                  1.587,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.0344,                0.82085,                 1.4593,                0.87248,                0.79591,                0.83259,                 0.6134,                 1.0339,                0.70008,                 1.5649,               0.001208,               0.001208,               0.001208
